latitude,longitude,DepthInMet,Observatio,Genus,LEVEL_1,NAME_L1
34.4334,-75.69965,393,1957,Lophelia,10,Gulf Stream
34.32377,-75.78709,401,2002,Madrepora,10,Gulf Stream
34.32389,-75.79171,407,2005,Madrepora,10,Gulf Stream
34.3256,-75.7859,404,2005,Lophelia,10,Gulf Stream
34.3246,-75.7857,411,2004,Lophelia,10,Gulf Stream
34.3,-75.78333,450,1970,Lophelia,10,Gulf Stream
34.32389,-75.79171,407,2005,Lophelia,10,Gulf Stream
34.3235,-75.792,375,2005,Lophelia,10,Gulf Stream
34.31844,-75.80356,401,2002,Lophelia,10,Gulf Stream
34.3228,-75.7928,373,2005,Lophelia,10,Gulf Stream
34.32447,-75.78665,401,2002,Lophelia,10,Gulf Stream
34.32555,-75.78594,405,2005,Lophelia,10,Gulf Stream
34.3249,-75.7866,387,2005,Lophelia,10,Gulf Stream
34.32393,-75.78659,405,2004,Lophelia,10,Gulf Stream
34.32389,-75.79171,407,2005,Lophelia,10,Gulf Stream
34.32389,-75.79171,407,2005,Lophelia,10,Gulf Stream
34.32424,-75.78643,405,2003,Lophelia,10,Gulf Stream
34.32377,-75.78709,401,2002,Lophelia,10,Gulf Stream
34.32393,-75.78659,405,2004,Lophelia,10,Gulf Stream
34.2347,-75.8722,372,2005,Lophelia,10,Gulf Stream
34.2351,-75.8723,368,2005,Lophelia,10,Gulf Stream
34.23491,-75.8715,394,2005,Lophelia,10,Gulf Stream
34.23312,-75.87303,393,2005,Lophelia,10,Gulf Stream
34.25,-75.7267,1007,1984,Anthoptilum,10,Gulf Stream
34.216,-75.883,402,2005,Enallopsammia,10,Gulf Stream
34.20613,-75.88171,432,2006,Lophelia,10,Gulf Stream
34.18053,-75.89125,430,2005,Lophelia,10,Gulf Stream
34.21597,-75.88424,404,2005,Lophelia,10,Gulf Stream
34.1821,-75.8907,415,2005,Lophelia,10,Gulf Stream
34.1826,-75.8915,432,2005,Lophelia,10,Gulf Stream
34.216,-75.8838,391,2005,Lophelia,10,Gulf Stream
34.2154,-75.884,393,2005,Lophelia,10,Gulf Stream
34.20613,-75.88171,432,2006,Lophelia,10,Gulf Stream
34.18053,-75.89125,430,2005,Lophelia,10,Gulf Stream
34.18053,-75.89125,430,2005,Lophelia,10,Gulf Stream
34.18053,-75.89125,430,2005,Lophelia,10,Gulf Stream
34.21597,-75.88424,404,2005,Lophelia,10,Gulf Stream
34.18053,-75.89125,430,2005,Lophelia,10,Gulf Stream
34.21597,-75.88424,404,2005,Lophelia,10,Gulf Stream
33.83,-76.25,420,1964,Peponocyathus,10,Gulf Stream
33.6417,-76.4883,338,1964,Cryptotrochus,10,Gulf Stream
33.57742,-76.46609,426,2005,Madrepora,10,Gulf Stream
33.56957,-76.46386,386,2005,Madrepora,10,Gulf Stream
33.56957,-76.46386,386,2005,Madrepora,10,Gulf Stream
33.57742,-76.46609,426,2005,Madrepora,10,Gulf Stream
33.57742,-76.46609,426,2005,Thecopsammia,10,Gulf Stream
33.57742,-76.46609,426,2005,Thecopsammia,10,Gulf Stream
33.5697,-76.4583,397,2005,Thecopsammia,10,Gulf Stream
33.57033,-76.46239,390,2005,Thecopsammia,10,Gulf Stream
33.5697,-76.4583,397,2005,Thecopsammia,10,Gulf Stream
33.57272,-76.46149,396,2004,Enallopsammia,10,Gulf Stream
33.58889,-76,1183,1880,Anthoptilum,10,Gulf Stream
33.57742,-76.46609,426,2005,Lophelia,10,Gulf Stream
33.56957,-76.46386,386,2005,Lophelia,10,Gulf Stream
33.56957,-76.46386,386,2005,Lophelia,10,Gulf Stream
33.5776,-76.4664,443,2005,Lophelia,10,Gulf Stream
33.5769,-76.4651,407,2005,Lophelia,10,Gulf Stream
33.5701,-76.4644,381,2005,Lophelia,10,Gulf Stream
33.5698,-76.4648,391,2005,Lophelia,10,Gulf Stream
33.57,-76.4623,374,2005,Lophelia,10,Gulf Stream
33.57742,-76.46609,426,2005,Lophelia,10,Gulf Stream
33.57742,-76.46609,426,2005,Lophelia,10,Gulf Stream
33.56957,-76.46386,386,2005,Lophelia,10,Gulf Stream
33.57742,-76.46609,426,2005,Lophelia,10,Gulf Stream
33.56957,-76.46386,386,2005,Lophelia,10,Gulf Stream
33.5696,-76.4639,386,2005,Thecopsammia,10,Gulf Stream
33.5696,-76.4639,386,2005,Thecopsammia,10,Gulf Stream
33.0956,-76.4111,796,1985,Flabellum,10,Gulf Stream
33.0811,-76.4189,800,1985,Fungiacyathus,10,Gulf Stream
33.0811,-76.4189,799,1985,Fungiacyathus,10,Gulf Stream
33.0819,-76.4161,802,1985,Fungiacyathus,10,Gulf Stream
32.73,-76.8533,692,1964,Deltocyathus,10,Gulf Stream
32.73,-76.8533,692,1964,Flabellum,10,Gulf Stream
32.65,-77.0167,744,1886,Bathypsammia,10,Gulf Stream
32.65,-77.0167,744,1886,Bathypsammia,10,Gulf Stream
32.6667,-76.675,1337,1886,Enallopsammia,10,Gulf Stream
32.65,-77.0167,744,1886,Anthoptilum,10,Gulf Stream
32.65,-76.8417,874,1886,Anthoptilum,10,Gulf Stream
32.62,-76.7,880,1964,Flabellum,10,Gulf Stream
32.6667,-76.675,1337,1886,Stephanocyathus,10,Gulf Stream
32.65,-76.8417,874,1886,Flabellum,10,Gulf Stream
32.6667,-76.675,1337,1886,Flabellum,10,Gulf Stream
32.65,-76.8417,874,1885,Caryophyllia,10,Gulf Stream
32.6,-76.5,1000,1979,Flabellum,10,Gulf Stream
32.4583,-77.3417,646,1885,Anthoptilum,10,Gulf Stream
32.47,-77.47,530,1967,Lophelia,10,Gulf Stream
32.3936,-77.0089,782,1985,Deltocyathus,10,Gulf Stream
32.3936,-77.0089,782,1985,Bathypsammia,10,Gulf Stream
32.4,-76.925,966,1885,Anthoptilum,10,Gulf Stream
32.4,-76.925,966,1885,Anthoptilum,10,Gulf Stream
32.3939,-77.0197,802,1985,Fungiacyathus,10,Gulf Stream
32.4,-76.925,966,1885,Stylaster,10,Gulf Stream
32.26,-77.81,572,2005,Madrepora,10,Gulf Stream
32.26762,-77.47414,596,2005,Madrepora,10,Gulf Stream
32.2676,-77.4741,596,2005,Crispatotrochus,10,Gulf Stream
32.26394,-77.482,590,2005,Pseudodrifa,10,Gulf Stream
32.26394,-77.482,590,2005,Pseudodrifa,10,Gulf Stream
32.26756,-77.47409,598,2005,Plumarella,10,Gulf Stream
32.2657,-77.4737,642,2005,Lophelia,10,Gulf Stream
32.2697,-77.4748,558,2005,Lophelia,10,Gulf Stream
32.2696,-77.475,550,2005,Lophelia,10,Gulf Stream
32.26394,-77.482,590,2005,Lophelia,10,Gulf Stream
32.2634,-77.808,589,2005,Lophelia,10,Gulf Stream
32.2677,-77.475,603,2005,Lophelia,10,Gulf Stream
32.26762,-77.47414,596,2005,Lophelia,10,Gulf Stream
32.26394,-77.482,590,2005,Lophelia,10,Gulf Stream
32.26762,-77.47414,596,2005,Lophelia,10,Gulf Stream
32.26394,-77.482,590,2005,Lophelia,10,Gulf Stream
32.26762,-77.47414,596,2005,Lophelia,10,Gulf Stream
32.26762,-77.47414,596,2005,Lophelia,10,Gulf Stream
32.26762,-77.47414,596,2005,Lophelia,10,Gulf Stream
32.26394,-77.482,590,2005,Lophelia,10,Gulf Stream
32.26762,-77.47414,596,2005,Lophelia,10,Gulf Stream
32.26762,-77.47414,596,2005,Lophelia,10,Gulf Stream
32.26394,-77.482,590,2005,Lophelia,10,Gulf Stream
32.26394,-77.482,590,2005,Lophelia,10,Gulf Stream
32.2003,-76.7031,1993,1985,Kophobelemnon,10,Gulf Stream
32.1733,-78.1217,446,1967,Plumarella,10,Gulf Stream
32.08,-78.2067,500,1979,Thecopsammia,10,Gulf Stream
32.08,-78.2067,500,1979,Concentrotheca,10,Gulf Stream
32.08,-78.2067,500,1979,Enallopsammia,10,Gulf Stream
32.0808,-78.454,586,1965,Bathypsammia,10,Gulf Stream
32.0583,-78.1783,530,1979,Bathypsammia,10,Gulf Stream
32.0168,-77.6707,620,2005,Enallopsammia,10,Gulf Stream
32.01037,-77.66906,622,2005,Thecopsammia,10,Gulf Stream
32.01037,-77.66816,628,2005,Thecopsammia,10,Gulf Stream
32.01037,-77.66932,626,2005,Thecopsammia,10,Gulf Stream
32.01728,-77.66806,623,2005,Bathypsammia,10,Gulf Stream
32.01604,-77.4008,631,2005,Bathypsammia,10,Gulf Stream
32.01037,-77.66766,627,2005,Bathypsammia,10,Gulf Stream
32.01037,-77.66735,632,2005,Javania,10,Gulf Stream
32.01725,-77.66806,633,2005,Enallopsammia,10,Gulf Stream
32.0105,-77.69881,637,2002,Lophelia,10,Gulf Stream
32.0168,-77.6707,620,2005,Lophelia,10,Gulf Stream
32.01725,-77.66806,633,2005,Lophelia,10,Gulf Stream
32.01725,-77.66806,633,2005,Lophelia,10,Gulf Stream
31.9667,-77.3083,814,1961,Plumarella,10,Gulf Stream
31.97,-77.3083,814,1961,Enallopsammia,10,Gulf Stream
31.97,-77.3083,814,1961,Pseudodrifa,10,Gulf Stream
31.9,-78.5,534,1964,Deltocyathoides,10,Gulf Stream
31.925,-77.84,660,1967,Eunicella,10,Gulf Stream
31.925,-77.84,678,1967,Lophelia,10,Gulf Stream
31.93,-77.43,768,1961,Enallopsammia,10,Gulf Stream
31.93,-77.43,768,1961,Eunicella,10,Gulf Stream
31.93,-77.43,768,1961,Swiftia,10,Gulf Stream
31.9167,-77.375,786,1961,Thecopsammia,10,Gulf Stream
31.93,-77.43,768,1961,Thecopsammia,10,Gulf Stream
31.93,-77.43,768,1961,Plumarella,10,Gulf Stream
31.93,-77.43,768,1961,Bathypsammia,10,Gulf Stream
31.9167,-77.375,786,1961,Bathypsammia,10,Gulf Stream
31.92,-77.375,786,1961,Pseudodrifa,10,Gulf Stream
31.84592,-77.61028,696,2005,Thecopsammia,10,Gulf Stream
31.84592,-77.61028,696,2005,Thecopsammia,10,Gulf Stream
31.8458,-77.6103,675,2005,Thecopsammia,10,Gulf Stream
31.8458,-77.6103,696,2005,Thecopsammia,10,Gulf Stream
31.84669,-77.03911,655,2005,Thecopsammia,10,Gulf Stream
31.84705,-77.61248,679,2004,Plumarella,10,Gulf Stream
31.8833,-77.375,750,1961,Lophelia,10,Gulf Stream
31.84669,-77.61312,655,2005,Lophelia,10,Gulf Stream
31.84669,-77.61312,655,2005,Lophelia,10,Gulf Stream
31.845,-77.61,679,2004,Leiopathes,10,Gulf Stream
31.8833,-77.375,750,1961,Plumarella,10,Gulf Stream
31.847,-77.6125,678,2004,Thecopsammia,10,Gulf Stream
31.8833,-77.375,750,1961,Thecopsammia,10,Gulf Stream
31.8167,-79.0033,450,1964,Madrepora,10,Gulf Stream
31.8167,-79.0033,450,1964,Stenocyathus,10,Gulf Stream
31.8267,-78.7633,455,1964,Stenocyathus,10,Gulf Stream
31.8267,-78.7633,455,1964,Polymyces,10,Gulf Stream
31.8267,-78.7633,455,1964,Thecopsammia,10,Gulf Stream
31.8167,-79.0033,450,1964,Thecopsammia,10,Gulf Stream
31.8278,-78.3211,625,1985,Thecopsammia,10,Gulf Stream
31.8,-79.25,525,1967,Enallopsammia,10,Gulf Stream
31.8278,-78.3211,625,1985,Thecopsammia,10,Gulf Stream
31.8278,-78.3211,625,1985,Thecopsammia,10,Gulf Stream
31.8167,-79.0033,450,1964,Bathypsammia,10,Gulf Stream
31.8267,-78.7633,455,1964,Enallopsammia,10,Gulf Stream
31.8267,-78.7633,455,1964,Bathypsammia,10,Gulf Stream
31.8278,-78.3211,625,1985,Javania,10,Gulf Stream
31.8278,-78.3211,625,1985,Enallopsammia,10,Gulf Stream
31.8278,-78.3211,625,1985,Thecopsammia,10,Gulf Stream
31.7806,-79.1997,542,2005,Bathypsammia,10,Gulf Stream
31.7806,-79.1997,542,2005,Bathypsammia,10,Gulf Stream
31.7806,-79.1997,542,2005,Thecopsammia,10,Gulf Stream
31.7806,-79.1997,542,2005,Thecopsammia,10,Gulf Stream
31.82513,-77.61234,684,2004,Enallopsammia,10,Gulf Stream
31.81921,-77.60804,670,2004,Pseudodrifa,10,Gulf Stream
31.8278,-78.3211,625,1985,Pseudodrifa,10,Gulf Stream
31.8278,-78.3211,625,1985,Clavularia,10,Gulf Stream
31.7861,-79.0486,475,1977,Pliobothrus,10,Gulf Stream
31.8278,-78.3211,625,1985,Stylaster,10,Gulf Stream
31.8267,-78.7633,455,1964,Stylaster,10,Gulf Stream
31.8139,-77.8639,616,1880,Plumarella,10,Gulf Stream
31.81921,-77.60804,670,2004,Plumarella,10,Gulf Stream
31.8278,-78.3211,625,1985,Plumarella,10,Gulf Stream
31.8278,-78.3211,625,1985,Swiftia,10,Gulf Stream
31.8278,-78.3211,625,1985,Calyptrophora,10,Gulf Stream
31.8278,-78.3211,625,1985,Plumarella,10,Gulf Stream
31.81389,-77.86389,616,1880,Lophelia,10,Gulf Stream
31.8278,-78.3211,625,1985,Lophelia,10,Gulf Stream
31.8303,-78.3203,625,1985,Lophelia,10,Gulf Stream
31.8,-79.25,525,1967,Lophelia,10,Gulf Stream
31.7811,-79.2031,520,2005,Lophelia,10,Gulf Stream
31.814,-77.864,616,1880,Swiftia,10,Gulf Stream
31.8278,-78.3211,625,1985,Plumarella,10,Gulf Stream
31.8278,-78.3211,625,1985,Plumarella,10,Gulf Stream
31.8278,-78.3211,625,1985,Plumarella,10,Gulf Stream
31.8251,-77.6123,683,2004,Pseudodrifa,10,Gulf Stream
31.8192,-77.608,670,2004,Pseudodrifa,10,Gulf Stream
31.8139,-77.8639,616,1880,Plumarella,10,Gulf Stream
31.81389,-77.86389,616,1880,Eunicella,10,Gulf Stream
31.81389,-77.86389,616,1880,Swiftia,10,Gulf Stream
31.8167,-79.0033,450,1964,Concentrotheca,10,Gulf Stream
31.742,-79.09,522,2005,Madrepora,10,Gulf Stream
31.77785,-79.20305,528,2005,Madrepora,10,Gulf Stream
31.73496,-79.09257,541,2002,Madrepora,10,Gulf Stream
31.73969,-79.08753,530,2002,Madrepora,10,Gulf Stream
31.73,-79.03,543,1972,Polymyces,10,Gulf Stream
31.73,-79.03,543,1972,Bathypsammia,10,Gulf Stream
31.73,-79.03,543,1972,Enallopsammia,10,Gulf Stream
31.7667,-79.25,402,1972,Labyrinthocyathus,10,Gulf Stream
31.77,-79.25,220,1972,Enallopsammia,10,Gulf Stream
31.742,-79.09,522,2005,Enallopsammia,10,Gulf Stream
31.77555,-79.20093,507,2005,Bathypsammia,10,Gulf Stream
31.77995,-79.19324,558,2005,Thecopsammia,10,Gulf Stream
31.77593,-79.19329,520,2005,Enallopsammia,10,Gulf Stream
31.77512,-79.19409,524,2004,Enallopsammia,10,Gulf Stream
31.77593,-79.19329,520,2005,Enallopsammia,10,Gulf Stream
31.74067,-79.0979,519,2004,Pseudodrifa,10,Gulf Stream
31.77785,-79.20305,528,2005,Stylaster,10,Gulf Stream
31.77785,-79.20305,528,2005,Stylaster,10,Gulf Stream
31.73,-79.03,543,1972,Stylaster,10,Gulf Stream
31.73,-79.03,543,1972,Plumarella,10,Gulf Stream
31.7333,-79.0333,543,1972,Swiftia,10,Gulf Stream
31.73,-79.03,543,1972,Eunicella,10,Gulf Stream
31.7333,-79.0333,543,1972,Swiftia,10,Gulf Stream
31.73348,-79.03308,543,1972,Lophelia,10,Gulf Stream
31.73,-79.03,543,1972,Lophelia,10,Gulf Stream
31.73969,-79.08753,530,2002,Lophelia,10,Gulf Stream
31.73496,-79.09257,541,2002,Lophelia,10,Gulf Stream
31.742,-79.09,522,2005,Lophelia,10,Gulf Stream
31.74109,-79.09738,531,2005,Lophelia,10,Gulf Stream
31.77785,-79.20305,528,2005,Lophelia,10,Gulf Stream
31.73,-79.03,543,1972,Leiopathes,10,Gulf Stream
31.7751,-79.1941,524,2004,Pseudodrifa,10,Gulf Stream
31.7779,-79.203,528,2005,Stylaster,10,Gulf Stream
31.7751,-79.1941,524,2004,Stylaster,10,Gulf Stream
31.7667,-79.25,402,1972,Caryophyllia,10,Gulf Stream
31.73,-79.03,543,1972,Concentrotheca,10,Gulf Stream
31.7048,-79.12662,515,2005,Madrepora,10,Gulf Stream
31.70426,-79.12472,512,2002,Madrepora,10,Gulf Stream
31.69043,-79.14327,519,2002,Madrepora,10,Gulf Stream
31.68717,-79.291,497,1988,Madrepora,10,Gulf Stream
31.69167,-79.301,516,1988,Madrepora,10,Gulf Stream
31.697,-79.14333,541,1988,Madrepora,10,Gulf Stream
31.7044,-79.1314,516,2005,Thecopsammia,10,Gulf Stream
31.7044,-79.1314,516,2005,Thecopsammia,10,Gulf Stream
31.7048,-79.12662,515,2005,Stylaster,10,Gulf Stream
31.70015,-78.88308,512,1972,Lophelia,10,Gulf Stream
31.68349,-79.24975,504,1964,Lophelia,10,Gulf Stream
31.68717,-79.291,497,1988,Lophelia,10,Gulf Stream
31.69043,-79.14327,519,2002,Lophelia,10,Gulf Stream
31.69167,-79.301,516,1988,Lophelia,10,Gulf Stream
31.697,-79.14333,541,1988,Lophelia,10,Gulf Stream
31.70426,-79.12472,512,2002,Lophelia,10,Gulf Stream
31.7048,-79.12662,515,2005,Lophelia,10,Gulf Stream
31.704,-79.125,508,2005,Lophelia,10,Gulf Stream
31.675,-79.2433,504,1964,Lophelia,10,Gulf Stream
31.7048,-79.12662,515,2005,Lophelia,10,Gulf Stream
31.7048,-79.12662,515,2005,Lophelia,10,Gulf Stream
31.7048,-79.12662,515,2005,Lophelia,10,Gulf Stream
31.7,-78.88,512,1972,Plumarella,10,Gulf Stream
31.7048,-79.1266,515,2005,Stylaster,10,Gulf Stream
31.6183,-78.6781,445,1985,Polymyces,10,Gulf Stream
31.6183,-78.6781,445,1985,Thecopsammia,10,Gulf Stream
31.6183,-78.6781,445,1985,Distichopora,10,Gulf Stream
31.6183,-78.6781,445,1985,Stylaster,10,Gulf Stream
31.6183,-78.6781,445,1985,Swiftia,10,Gulf Stream
31.55,-78.9583,528,1965,Madrepora,10,Gulf Stream
31.55,-78.9583,528,1965,Stenocyathus,10,Gulf Stream
31.55,-78.9583,528,1965,Concentrotheca,10,Gulf Stream
31.55,-78.9583,528,1965,Enallopsammia,10,Gulf Stream
31.565,-78.995,418,1967,Distichopora,10,Gulf Stream
31.58,-78.42,531,1967,Stylaster,10,Gulf Stream
31.58,-78.42,531,1967,Stylaster,10,Gulf Stream
31.55,-78.9583,528,1965,Eunicella,10,Gulf Stream
31.59,-78.4233,531,1967,Lophelia,10,Gulf Stream
31.55,-78.9583,528,1965,Lophelia,10,Gulf Stream
31.5167,-79.0833,507,1886,Madrepora,10,Gulf Stream
31.5167,-79.0833,507,1886,Stenocyathus,10,Gulf Stream
31.5167,-79.0833,507,1886,Stylaster,10,Gulf Stream
31.5167,-79.0833,507,1886,Distichopora,10,Gulf Stream
31.5167,-79.0833,507,1886,Pliobothrus,10,Gulf Stream
31.5167,-79.0833,507,1886,Swiftia,10,Gulf Stream
31.5167,-79.0833,507,1886,Paramuricea,10,Gulf Stream
31.52,-79.08,507,1886,Swiftia,10,Gulf Stream
31.5167,-79.0833,507,1886,Solenosmilia,10,Gulf Stream
31.5167,-79.0833,507,1886,Thouarella,10,Gulf Stream
31.5167,-79.0833,507,1886,Concentrotheca,10,Gulf Stream
31.4333,-79.1167,505,1885,Madrepora,10,Gulf Stream
31.4333,-79.1167,505,1885,Madrepora,10,Gulf Stream
31.4333,-79.1167,505,1885,Concentrotheca,10,Gulf Stream
31.4333,-79.1167,505,1885,Enallopsammia,10,Gulf Stream
31.4333,-79.1167,505,1885,Enallopsammia,10,Gulf Stream
31.4333,-79.1167,505,1885,Bathypsammia,10,Gulf Stream
31.4333,-79.1167,505,1885,Enallopsammia,10,Gulf Stream
31.4333,-79.1167,505,1885,Eguchipsammia,10,Gulf Stream
31.4333,-79.1167,505,1885,Enallopsammia,10,Gulf Stream
31.4333,-79.1167,505,1885,Clavularia,10,Gulf Stream
31.4333,-79.1167,505,1885,Clavularia,10,Gulf Stream
31.4333,-79.1167,505,1885,Pseudodrifa,10,Gulf Stream
31.4333,-79.1167,505,1885,Clavularia,10,Gulf Stream
31.425,-79.225,512,1886,Stylaster,10,Gulf Stream
31.4333,-79.1167,505,1885,Plumarella,10,Gulf Stream
31.4333,-79.1167,505,1885,Eunicella,10,Gulf Stream
31.4333,-79.1167,505,1885,Plumarella,10,Gulf Stream
31.4333,-79.1167,505,1885,Swiftia,10,Gulf Stream
31.4333,-79.1167,505,1885,Swiftia,10,Gulf Stream
31.4333,-79.1167,505,1885,Plumarella,10,Gulf Stream
31.4333,-79.1167,505,1885,Plumarella,10,Gulf Stream
31.43333,-79.11667,505,1885,Lophelia,10,Gulf Stream
31.4333,-79.1167,505,1885,Lophelia,10,Gulf Stream
31.4333,-79.1167,505,1885,Solenosmilia,10,Gulf Stream
31.4333,-79.1167,505,1885,Stylaster,10,Gulf Stream
31.4333,-79.1167,505,1885,Plumarella,10,Gulf Stream
31.4333,-79.1167,505,1885,Plumarella,10,Gulf Stream
31.3783,-79.1583,475,1965,Madrepora,10,Gulf Stream
31.3936,-78.9439,505,1985,Polymyces,10,Gulf Stream
31.3936,-78.9439,505,1985,Concentrotheca,10,Gulf Stream
31.39436,-78.56687,598,2005,Thecopsammia,10,Gulf Stream
31.3936,-78.9439,505,1985,Distichopora,10,Gulf Stream
31.3936,-78.9439,505,1985,Stylaster,10,Gulf Stream
31.3936,-78.9439,505,1985,Stylaster,10,Gulf Stream
31.3936,-78.9439,505,1985,Stylaster,10,Gulf Stream
31.3936,-78.9442,498,1985,Swiftia,10,Gulf Stream
31.3783,-79.1583,475,1965,Eunicella,10,Gulf Stream
31.3936,-78.9439,505,1985,Lophelia,10,Gulf Stream
31.40292,-77.84768,762,2004,Bathypathes,10,Gulf Stream
31.39787,-77.85832,778,2004,Leiopathes,10,Gulf Stream
31.39787,-77.85832,778,2004,Leiopathes,10,Gulf Stream
31.3944,-78.5669,598,2005,Paramuricea,10,Gulf Stream
31.3417,-79.475,484,1964,Thecopsammia,10,Gulf Stream
31.3417,-79.475,484,1964,Bathypsammia,10,Gulf Stream
31.3333,-79.3667,512,1886,Enallopsammia,10,Gulf Stream
31.3189,-79.4636,370,1977,Enallopsammia,10,Gulf Stream
31.3333,-79.3667,512,1886,Stylaster,10,Gulf Stream
31.3333,-79.3667,512,1886,Swiftia,10,Gulf Stream
31.3333,-79.3667,512,1886,Lophelia,10,Gulf Stream
31.33333,-79.36667,512,1886,Lophelia,10,Gulf Stream
31.3333,-79.3667,510,1886,Stylaster,10,Gulf Stream
31.2525,-78.975,530,1965,Madrepora,10,Gulf Stream
31.2883,-79.0108,574,1985,Pliobothrus,10,Gulf Stream
31.2883,-79.0108,574,1985,Stylaster,10,Gulf Stream
31.2883,-79.0108,574,1985,Stylaster,10,Gulf Stream
31.2883,-79.0108,574,1985,Stylaster,10,Gulf Stream
31.3022,-79.0022,547,1985,Stylaster,10,Gulf Stream
31.3022,-79.0022,547,1985,Stylaster,10,Gulf Stream
31.2883,-79.0108,574,1985,Eunicella,10,Gulf Stream
31.2883,-79.0108,574,1985,Plumarella,10,Gulf Stream
31.2883,-79.0108,574,1985,Swiftia,10,Gulf Stream
31.3022,-79.0022,547,1985,Eunicella,10,Gulf Stream
31.3022,-79.0022,547,1985,Swiftia,10,Gulf Stream
31.3022,-79.0022,547,1985,Plumarella,10,Gulf Stream
31.2467,-78.9833,530,1965,Eunicella,10,Gulf Stream
31.2467,-78.9833,530,1965,Eunicella,10,Gulf Stream
31.2467,-78.9833,530,1965,Plumarella,10,Gulf Stream
31.2467,-78.9833,530,1965,Plumarella,10,Gulf Stream
31.2467,-78.9833,530,1965,Plumarella,10,Gulf Stream
31.2883,-79.0108,574,1985,Plumarella,10,Gulf Stream
31.2883,-79.0108,574,1985,Plumarella,10,Gulf Stream
31.2467,-78.9833,530,1965,Plumarella,10,Gulf Stream
31.2467,-78.9833,530,1965,Plumarella,10,Gulf Stream
31.19,-79.475,524,1964,Madrepora,10,Gulf Stream
31.19,-79.475,524,1964,Enallopsammia,10,Gulf Stream
31.19,-79.475,524,1964,Premocyathus,10,Gulf Stream
31.19,-79.475,524,1964,Stylaster,10,Gulf Stream
31.15,-79.5583,644,1886,Madrepora,10,Gulf Stream
31.15,-79.5583,644,1886,Thecopsammia,10,Gulf Stream
31.15,-79.5583,644,1886,Bathypsammia,10,Gulf Stream
31.15,-79.5583,644,1886,Bathypsammia,10,Gulf Stream
31.15,-79.5583,644,1886,Enallopsammia,10,Gulf Stream
31.15,-79.5583,644,1886,Enallopsammia,10,Gulf Stream
31.15,-79.5583,644,1886,Javania,10,Gulf Stream
31.15,-79.5583,644,1886,Enallopsammia,10,Gulf Stream
31.15,-79.5583,644,1886,Clavularia,10,Gulf Stream
31.15,-79.5583,644,1886,Pseudodrifa,10,Gulf Stream
31.15,-79.5583,644,1886,Pseudodrifa,10,Gulf Stream
31.1333,-79.125,649,1965,Stylaster,10,Gulf Stream
31.15,-79.5583,644,1886,Eunicella,10,Gulf Stream
31.15,-79.5583,644,1886,Plumarella,10,Gulf Stream
31.15,-79.5583,644,1886,Paramuricea,10,Gulf Stream
31.15,-79.5583,644,1886,Paramuricea,10,Gulf Stream
31.15,-79.5583,644,1886,Swiftia,10,Gulf Stream
31.15,-79.5583,644,1886,Swiftia,10,Gulf Stream
31.15,-79.5583,644,1886,Plumarella,10,Gulf Stream
31.15,-79.5583,512,1886,Lophelia,10,Gulf Stream
31.15,-79.56667,644,1886,Lophelia,10,Gulf Stream
31.15,-79.5583,644,1886,Lophelia,10,Gulf Stream
31.15,-79.5583,644,1886,Keratoisis,10,Gulf Stream
31.08333,-79.275,655,1885,Madrepora,10,Gulf Stream
31.125,-79.1417,631,1965,Enallopsammia,10,Gulf Stream
31.125,-79.1417,631,1965,Thecopsammia,10,Gulf Stream
31.125,-79.1417,631,1965,Pseudodrifa,10,Gulf Stream
31.125,-79.1417,631,1965,Calyptrophora,10,Gulf Stream
31.125,-79.1417,631,1965,Eunicella,10,Gulf Stream
31.125,-79.1417,631,1965,Keratoisis,10,Gulf Stream
31.125,-79.1417,631,1965,Pseudodrifa,10,Gulf Stream
31.083,-79.275,655,1885,Stylaster,10,Gulf Stream
31.025,-78.3167,911,1965,Calyptrophora,10,Gulf Stream
31.06684,-79.69976,366,1957,Lophelia,10,Gulf Stream
31,-78.3333,810,1970,Labyrinthocyathus,10,Gulf Stream
30.9667,-79.7,396,1964,Enallopsammia,10,Gulf Stream
30.975,-79.6417,538,1886,Bathypsammia,10,Gulf Stream
30.9667,-79.7,396,1964,Bathypsammia,10,Gulf Stream
30.975,-79.6417,538,1886,Bathypsammia,10,Gulf Stream
30.975,-79.6417,538,1886,Enallopsammia,10,Gulf Stream
30.975,-79.6417,538,1886,Pseudodrifa,10,Gulf Stream
30.975,-79.6417,538,1886,Clavularia,10,Gulf Stream
30.975,-79.6417,538,1886,Pseudodrifa,10,Gulf Stream
30.975,-79.6417,538,1886,Clavularia,10,Gulf Stream
30.9667,-79.7,396,1964,Pseudodrifa,10,Gulf Stream
30.975,-79.6417,538,1886,Plumarella,10,Gulf Stream
30.975,-79.6417,538,1886,Eunicella,10,Gulf Stream
30.975,-79.6417,538,1886,Acanthogorgia,10,Gulf Stream
30.975,-79.6417,538,1886,Anthothela,10,Gulf Stream
30.9533,-78.91,779,1965,Plumarella,10,Gulf Stream
30.9533,-78.91,779,1965,Calyptrophora,10,Gulf Stream
30.975,-79.6417,538,1886,Swiftia,10,Gulf Stream
30.975,-79.6417,538,1886,Plumarella,10,Gulf Stream
30.975,-79.6417,538,1886,Plumarella,10,Gulf Stream
30.975,-79.6417,538,1886,Plumarella,10,Gulf Stream
30.9533,-78.91,779,1965,Plumarella,10,Gulf Stream
